call_id,date,daily_caller,call_started,call_answered,call_ended,wait_length,service_length,meets_standard
14039,2021-05-07,84,12:12:31 PM,12:12:31 PM,12:26:27 PM,0,837,TRUE
14040,2021-05-07,85,12:18:32 PM,12:18:32 PM,12:19:23 PM,0,51,TRUE
14041,2021-05-07,86,12:18:36 PM,12:18:36 PM,12:27:29 PM,0,534,TRUE
14042,2021-05-07,87,12:18:47 PM,12:18:47 PM,12:19:28 PM,0,42,TRUE
14043,2021-05-07,88,12:20:29 PM,12:20:29 PM,12:39:11 PM,0,1122,TRUE
14044,2021-05-07,89,12:25:32 PM,12:25:32 PM,12:34:05 PM,0,513,TRUE
14045,2021-05-07,90,12:27:55 PM,12:27:55 PM,12:31:42 PM,0,227,TRUE
14046,2021-05-07,91,12:29:47 PM,12:29:47 PM,12:49:19 PM,0,1171,TRUE
14047,2021-05-07,92,12:32:50 PM,12:32:50 PM,12:39:40 PM,0,409,TRUE
14048,2021-05-07,93,12:33:19 PM,12:34:05 PM,12:49:57 PM,46,952,TRUE
14049,2021-05-07,94,12:35:24 PM,12:39:11 PM,12:41:31 PM,227,140,FALSE
14050,2021-05-07,95,12:36:26 PM,12:39:40 PM,12:39:56 PM,193,16,FALSE
14051,2021-05-07,96,12:37:31 PM,12:39:56 PM,12:46:12 PM,144,376,FALSE
14052,2021-05-07,97,12:39:03 PM,12:41:31 PM,12:53:21 PM,148,711,FALSE
14053,2021-05-07,98,12:40:18 PM,12:46:12 PM,12:46:21 PM,353,9,FALSE
14054,2021-05-07,99,12:41:52 PM,12:46:21 PM,12:54:37 PM,269,496,FALSE
14055,2021-05-07,100,12:46:10 PM,12:49:19 PM,12:50:53 PM,189,94,FALSE
14056,2021-05-07,101,12:47:38 PM,12:49:57 PM,12:55:47 PM,139,350,FALSE
14057,2021-05-07,102,12:49:03 PM,12:50:53 PM,12:52:22 PM,110,89,FALSE
14058,2021-05-07,103,1:02:17 PM,1:02:17 PM,1:04:27 PM,0,130,TRUE
14059,2021-05-07,104,1:10:00 PM,1:10:00 PM,1:17:10 PM,0,430,TRUE
14060,2021-05-07,105,1:17:49 PM,1:17:49 PM,1:19:47 PM,0,118,TRUE
14061,2021-05-07,106,1:21:50 PM,1:21:50 PM,1:26:04 PM,0,254,TRUE
14062,2021-05-07,107,1:34:26 PM,1:34:26 PM,1:35:25 PM,0,60,TRUE
14063,2021-05-07,108,1:34:48 PM,1:34:48 PM,1:40:53 PM,0,364,TRUE
14064,2021-05-07,109,1:42:35 PM,1:42:35 PM,1:48:05 PM,0,330,TRUE
14065,2021-05-07,110,1:44:52 PM,1:44:52 PM,1:46:55 PM,0,123,TRUE
14066,2021-05-07,111,1:51:10 PM,1:51:10 PM,1:54:06 PM,0,176,TRUE
14067,2021-05-07,112,1:56:42 PM,1:56:42 PM,1:56:59 PM,0,17,TRUE
14068,2021-05-07,113,1:57:22 PM,1:57:22 PM,2:07:56 PM,0,634,TRUE
14069,2021-05-07,114,1:59:04 PM,1:59:04 PM,2:07:18 PM,0,494,TRUE
14070,2021-05-07,115,2:00:55 PM,2:00:55 PM,2:02:25 PM,0,90,TRUE
14071,2021-05-07,116,2:01:59 PM,2:01:59 PM,2:04:57 PM,0,179,TRUE
14072,2021-05-07,117,2:11:31 PM,2:11:31 PM,2:17:56 PM,0,385,TRUE
14073,2021-05-07,118,2:11:53 PM,2:11:53 PM,2:15:23 PM,0,211,TRUE
14074,2021-05-07,119,2:13:24 PM,2:13:24 PM,2:21:17 PM,0,472,TRUE
14075,2021-05-07,120,2:13:47 PM,2:13:47 PM,2:14:39 PM,0,52,TRUE
14076,2021-05-07,121,2:14:08 PM,2:14:39 PM,2:17:41 PM,32,182,TRUE
14077,2021-05-07,122,2:17:21 PM,2:17:21 PM,2:18:19 PM,0,58,TRUE
14078,2021-05-07,123,2:19:07 PM,2:19:07 PM,2:24:46 PM,0,339,TRUE
14079,2021-05-07,124,2:21:54 PM,2:21:54 PM,2:25:50 PM,0,236,TRUE
14080,2021-05-07,125,2:24:08 PM,2:24:08 PM,2:27:15 PM,0,187,TRUE
14081,2021-05-07,126,2:25:38 PM,2:25:38 PM,2:33:33 PM,0,474,TRUE
14082,2021-05-07,127,2:30:19 PM,2:30:19 PM,2:34:50 PM,0,272,TRUE
14083,2021-05-07,128,2:32:03 PM,2:32:03 PM,2:33:15 PM,0,71,TRUE
14084,2021-05-07,129,2:33:50 PM,2:33:50 PM,2:35:53 PM,0,124,TRUE
14085,2021-05-07,130,2:35:43 PM,2:35:43 PM,2:42:55 PM,0,432,TRUE
14086,2021-05-07,131,2:36:12 PM,2:36:12 PM,2:43:24 PM,0,432,TRUE
14087,2021-05-07,132,2:51:03 PM,2:51:03 PM,2:53:20 PM,0,137,TRUE
14088,2021-05-07,133,2:55:35 PM,2:55:35 PM,2:56:58 PM,0,82,TRUE
14089,2021-05-07,134,3:00:14 PM,3:00:14 PM,3:10:19 PM,0,605,TRUE
14090,2021-05-07,135,3:00:33 PM,3:00:33 PM,3:04:03 PM,0,210,TRUE
14091,2021-05-07,136,3:08:49 PM,3:08:49 PM,3:11:09 PM,0,140,TRUE
14092,2021-05-07,137,3:10:33 PM,3:10:33 PM,3:16:51 PM,0,378,TRUE
14093,2021-05-07,138,3:13:01 PM,3:13:01 PM,3:21:06 PM,0,485,TRUE
14094,2021-05-07,139,3:17:45 PM,3:17:45 PM,3:28:11 PM,0,626,TRUE
14095,2021-05-07,140,3:25:54 PM,3:25:54 PM,3:27:50 PM,0,116,TRUE
14096,2021-05-07,141,3:26:37 PM,3:26:37 PM,3:27:16 PM,0,39,TRUE
14097,2021-05-07,142,3:29:18 PM,3:29:18 PM,3:42:56 PM,0,818,TRUE
14098,2021-05-07,143,3:30:02 PM,3:30:02 PM,3:38:12 PM,0,489,TRUE
14099,2021-05-07,144,3:31:09 PM,3:31:09 PM,3:34:21 PM,0,192,TRUE
14100,2021-05-07,145,3:37:48 PM,3:37:48 PM,3:40:25 PM,0,157,TRUE
14101,2021-05-07,146,3:38:25 PM,3:38:25 PM,3:40:22 PM,0,117,TRUE
14102,2021-05-07,147,3:39:40 PM,3:39:40 PM,3:41:58 PM,0,137,TRUE
14103,2021-05-07,148,3:39:59 PM,3:40:22 PM,3:41:18 PM,22,56,TRUE
14104,2021-05-07,149,3:42:42 PM,3:42:42 PM,3:46:08 PM,0,206,TRUE
14105,2021-05-07,150,3:43:32 PM,3:43:32 PM,3:44:52 PM,0,80,TRUE
14106,2021-05-07,151,3:45:21 PM,3:45:21 PM,3:48:34 PM,0,193,TRUE
14107,2021-05-07,152,3:48:13 PM,3:48:13 PM,3:53:35 PM,0,322,TRUE
14108,2021-05-07,153,3:50:28 PM,3:50:28 PM,3:50:53 PM,0,26,TRUE
14109,2021-05-07,154,3:52:30 PM,3:52:30 PM,3:58:43 PM,0,373,TRUE
14110,2021-05-07,155,3:54:26 PM,3:54:26 PM,3:57:42 PM,0,196,TRUE
14111,2021-05-07,156,3:59:17 PM,3:59:17 PM,4:03:25 PM,0,249,TRUE
14112,2021-05-07,157,4:12:50 PM,4:12:50 PM,4:23:21 PM,0,631,TRUE
14113,2021-05-07,158,4:13:03 PM,4:13:03 PM,4:25:09 PM,0,726,TRUE
14114,2021-05-07,159,4:13:48 PM,4:13:48 PM,4:16:28 PM,0,160,TRUE
14115,2021-05-07,160,4:14:01 PM,4:14:01 PM,4:17:29 PM,0,208,TRUE
14116,2021-05-07,161,4:20:59 PM,4:20:59 PM,4:21:21 PM,0,22,TRUE
14117,2021-05-07,162,4:22:24 PM,4:22:24 PM,4:29:11 PM,0,407,TRUE
14118,2021-05-07,163,4:34:55 PM,4:34:55 PM,4:38:32 PM,0,217,TRUE
14119,2021-05-07,164,4:35:31 PM,4:35:31 PM,4:45:39 PM,0,608,TRUE
14120,2021-05-07,165,4:43:30 PM,4:43:30 PM,4:45:04 PM,0,94,TRUE
14121,2021-05-07,166,4:51:35 PM,4:51:35 PM,4:51:39 PM,0,3,TRUE
14122,2021-05-07,167,4:51:52 PM,4:51:52 PM,5:05:46 PM,0,834,TRUE
14123,2021-05-07,168,4:52:08 PM,4:52:08 PM,4:55:09 PM,0,181,TRUE
14124,2021-05-07,169,4:53:03 PM,4:53:03 PM,4:56:33 PM,0,210,TRUE
14125,2021-05-07,170,4:53:53 PM,4:53:53 PM,4:57:37 PM,0,224,TRUE
14126,2021-05-07,171,5:02:04 PM,5:02:04 PM,5:13:18 PM,0,674,TRUE
14127,2021-05-07,172,5:04:36 PM,5:04:36 PM,5:07:19 PM,0,163,TRUE
14128,2021-05-07,173,5:10:20 PM,5:10:20 PM,5:26:36 PM,0,976,TRUE
14129,2021-05-07,174,5:12:19 PM,5:12:19 PM,5:12:46 PM,0,28,TRUE
14130,2021-05-07,175,5:16:22 PM,5:16:22 PM,5:26:18 PM,0,596,TRUE
14131,2021-05-07,176,5:20:53 PM,5:20:53 PM,5:26:00 PM,0,307,TRUE
14132,2021-05-07,177,5:26:21 PM,5:26:21 PM,5:40:54 PM,0,873,TRUE
14133,2021-05-07,178,5:37:57 PM,5:37:57 PM,5:42:00 PM,0,243,TRUE
14134,2021-05-07,179,5:43:44 PM,5:43:44 PM,5:45:43 PM,0,119,TRUE
14135,2021-05-07,180,5:45:31 PM,5:45:31 PM,5:46:45 PM,0,74,TRUE
14136,2021-05-07,181,5:48:19 PM,5:48:19 PM,5:50:24 PM,0,125,TRUE
14137,2021-05-07,183,5:57:40 PM,5:57:40 PM,5:57:42 PM,0,2,TRUE
14138,2021-05-10,1,8:00:00 AM,8:00:00 AM,8:03:08 AM,0,188,TRUE
14139,2021-05-10,2,8:04:21 AM,8:04:21 AM,8:09:39 AM,0,318,TRUE
14140,2021-05-10,3,8:14:27 AM,8:14:27 AM,8:22:14 AM,0,467,TRUE
14141,2021-05-10,4,8:22:19 AM,8:22:19 AM,8:28:08 AM,0,349,TRUE
14142,2021-05-10,5,8:24:11 AM,8:24:11 AM,8:24:58 AM,0,47,TRUE
14143,2021-05-10,6,8:27:53 AM,8:27:53 AM,8:31:56 AM,0,243,TRUE
14144,2021-05-10,7,8:31:08 AM,8:31:08 AM,8:41:11 AM,0,603,TRUE
14145,2021-05-10,8,8:45:44 AM,8:45:44 AM,8:45:53 AM,0,9,TRUE
14146,2021-05-10,9,8:46:04 AM,8:46:04 AM,8:50:58 AM,0,293,TRUE
14147,2021-05-10,10,8:50:03 AM,8:50:03 AM,8:50:58 AM,0,55,TRUE
14148,2021-05-10,11,8:51:57 AM,8:51:57 AM,8:53:27 AM,0,90,TRUE
14149,2021-05-10,12,8:52:05 AM,8:52:05 AM,8:52:58 AM,0,53,TRUE
14150,2021-05-10,13,8:52:11 AM,8:52:11 AM,8:53:00 AM,0,49,TRUE
14151,2021-05-10,14,8:53:58 AM,8:53:58 AM,9:14:21 AM,0,1223,TRUE
14152,2021-05-10,15,8:58:30 AM,8:58:30 AM,9:07:00 AM,0,510,TRUE
14153,2021-05-10,16,9:09:08 AM,9:09:08 AM,9:14:15 AM,0,307,TRUE
14154,2021-05-10,17,9:12:28 AM,9:12:28 AM,9:14:27 AM,0,119,TRUE
14155,2021-05-10,18,9:14:27 AM,9:14:27 AM,9:16:24 AM,0,118,TRUE
14156,2021-05-10,19,9:22:28 AM,9:22:28 AM,9:25:42 AM,0,194,TRUE
14157,2021-05-10,20,9:26:30 AM,9:26:30 AM,9:27:00 AM,0,30,TRUE
14158,2021-05-10,21,9:27:41 AM,9:27:41 AM,9:31:12 AM,0,211,TRUE
14159,2021-05-10,22,9:32:03 AM,9:32:03 AM,9:38:32 AM,0,389,TRUE
14160,2021-05-10,23,9:33:23 AM,9:33:23 AM,9:43:26 AM,0,603,TRUE
14161,2021-05-10,24,9:33:39 AM,9:33:39 AM,9:34:22 AM,0,43,TRUE
14162,2021-05-10,25,9:35:43 AM,9:35:43 AM,9:40:41 AM,0,298,TRUE
14163,2021-05-10,26,9:37:13 AM,9:37:13 AM,9:41:23 AM,0,250,TRUE
14164,2021-05-10,27,9:41:38 AM,9:41:38 AM,9:49:19 AM,0,460,TRUE
14165,2021-05-10,28,9:42:48 AM,9:42:48 AM,9:52:49 AM,0,601,TRUE
14166,2021-05-10,29,9:48:22 AM,9:48:22 AM,9:48:38 AM,0,15,TRUE
14167,2021-05-10,30,9:55:29 AM,9:55:29 AM,10:04:59 AM,0,571,TRUE
14168,2021-05-10,31,9:56:19 AM,9:56:19 AM,10:06:53 AM,0,634,TRUE
14169,2021-05-10,32,9:57:45 AM,9:57:45 AM,9:58:03 AM,0,18,TRUE
14170,2021-05-10,33,10:04:49 AM,10:04:49 AM,10:06:46 AM,0,118,TRUE
14171,2021-05-10,34,10:05:54 AM,10:05:54 AM,10:12:59 AM,0,425,TRUE
14172,2021-05-10,35,10:06:43 AM,10:06:43 AM,10:11:08 AM,0,265,TRUE
14173,2021-05-10,36,10:15:57 AM,10:15:57 AM,10:16:32 AM,0,35,TRUE
14174,2021-05-10,37,10:18:00 AM,10:18:00 AM,10:19:12 AM,0,72,TRUE
14175,2021-05-10,38,10:18:03 AM,10:18:03 AM,10:23:38 AM,0,335,TRUE
14176,2021-05-10,39,10:18:41 AM,10:18:41 AM,10:23:49 AM,0,308,TRUE
14177,2021-05-10,40,10:20:40 AM,10:20:40 AM,10:22:27 AM,0,107,TRUE
14178,2021-05-10,41,10:29:59 AM,10:29:59 AM,10:49:17 AM,0,1157,TRUE
14179,2021-05-10,42,10:44:05 AM,10:44:05 AM,10:54:58 AM,0,654,TRUE
14180,2021-05-10,43,10:46:00 AM,10:46:00 AM,10:49:10 AM,0,190,TRUE
14181,2021-05-10,44,10:55:40 AM,10:55:40 AM,10:59:31 AM,0,230,TRUE
14182,2021-05-10,45,10:56:51 AM,10:56:51 AM,10:58:14 AM,0,84,TRUE
14183,2021-05-10,46,10:57:08 AM,10:57:08 AM,11:03:01 AM,0,352,TRUE
14184,2021-05-10,47,11:01:21 AM,11:01:21 AM,11:02:50 AM,0,88,TRUE
14185,2021-05-10,48,11:06:41 AM,11:06:41 AM,11:08:40 AM,0,119,TRUE
14186,2021-05-10,49,11:11:45 AM,11:11:45 AM,11:12:30 AM,0,45,TRUE
14187,2021-05-10,50,11:12:52 AM,11:12:52 AM,11:17:10 AM,0,258,TRUE
14188,2021-05-10,51,11:17:33 AM,11:17:33 AM,11:18:44 AM,0,71,TRUE
14189,2021-05-10,52,11:19:48 AM,11:19:48 AM,11:24:56 AM,0,308,TRUE
14190,2021-05-10,53,11:22:44 AM,11:22:44 AM,11:29:49 AM,0,425,TRUE
14191,2021-05-10,54,11:23:46 AM,11:23:46 AM,11:31:08 AM,0,442,TRUE
14192,2021-05-10,55,11:26:32 AM,11:26:32 AM,11:27:58 AM,0,86,TRUE
14193,2021-05-10,56,11:27:18 AM,11:27:18 AM,11:31:09 AM,0,231,TRUE
14194,2021-05-10,57,11:34:49 AM,11:34:49 AM,11:41:14 AM,0,386,TRUE
14195,2021-05-10,58,11:44:06 AM,11:44:06 AM,11:46:36 AM,0,150,TRUE
14196,2021-05-10,59,11:51:53 AM,11:51:53 AM,12:00:10 PM,0,496,TRUE
14197,2021-05-10,60,12:01:21 PM,12:01:21 PM,12:04:49 PM,0,208,TRUE
14198,2021-05-10,61,12:02:34 PM,12:02:34 PM,12:03:43 PM,0,69,TRUE
14199,2021-05-10,62,12:06:26 PM,12:06:26 PM,12:06:32 PM,0,6,TRUE
14200,2021-05-10,63,12:07:39 PM,12:07:39 PM,12:16:31 PM,0,532,TRUE
14201,2021-05-10,64,12:13:53 PM,12:13:53 PM,12:18:56 PM,0,303,TRUE
14202,2021-05-10,65,12:16:15 PM,12:16:15 PM,12:22:48 PM,0,393,TRUE
14203,2021-05-10,66,12:20:25 PM,12:20:25 PM,12:24:23 PM,0,237,TRUE
14204,2021-05-10,67,12:26:11 PM,12:26:11 PM,12:31:27 PM,0,316,TRUE
14205,2021-05-10,68,12:28:17 PM,12:28:17 PM,12:29:27 PM,0,71,TRUE
14206,2021-05-10,69,12:31:58 PM,12:31:58 PM,12:34:34 PM,0,156,TRUE
14207,2021-05-10,70,12:32:27 PM,12:32:27 PM,12:32:42 PM,0,16,TRUE
14208,2021-05-10,71,12:42:35 PM,12:42:35 PM,12:54:46 PM,0,731,TRUE
14209,2021-05-10,72,12:45:12 PM,12:45:12 PM,12:54:32 PM,0,560,TRUE
14210,2021-05-10,73,12:51:15 PM,12:51:15 PM,12:54:17 PM,0,182,TRUE
14211,2021-05-10,74,12:51:31 PM,12:51:31 PM,12:52:08 PM,0,38,TRUE
14212,2021-05-10,75,12:55:47 PM,12:55:47 PM,12:57:24 PM,0,98,TRUE
14213,2021-05-10,76,12:56:45 PM,12:56:45 PM,12:58:47 PM,0,122,TRUE
14214,2021-05-10,77,12:58:19 PM,12:58:19 PM,1:07:49 PM,0,570,TRUE
14215,2021-05-10,78,1:00:19 PM,1:00:19 PM,1:05:48 PM,0,328,TRUE
14216,2021-05-10,79,1:01:55 PM,1:01:55 PM,1:05:42 PM,0,227,TRUE
14217,2021-05-10,80,1:02:43 PM,1:02:43 PM,1:11:17 PM,0,514,TRUE
14218,2021-05-10,81,1:09:48 PM,1:09:48 PM,1:15:08 PM,0,319,TRUE
14219,2021-05-10,82,1:17:04 PM,1:17:04 PM,1:19:23 PM,0,138,TRUE
14220,2021-05-10,83,1:18:26 PM,1:18:26 PM,1:19:54 PM,0,89,TRUE
14221,2021-05-10,84,1:19:38 PM,1:19:38 PM,1:25:18 PM,0,341,TRUE
14222,2021-05-10,85,1:20:55 PM,1:20:55 PM,1:25:10 PM,0,255,TRUE
14223,2021-05-10,86,1:24:47 PM,1:24:47 PM,1:27:42 PM,0,175,TRUE
14224,2021-05-10,87,1:25:40 PM,1:25:40 PM,1:28:47 PM,0,187,TRUE
14225,2021-05-10,88,1:34:35 PM,1:34:35 PM,1:38:09 PM,0,213,TRUE
14226,2021-05-10,89,1:35:50 PM,1:35:50 PM,1:38:36 PM,0,165,TRUE
14227,2021-05-10,90,1:37:20 PM,1:37:20 PM,1:38:37 PM,0,77,TRUE
14228,2021-05-10,91,1:42:42 PM,1:42:42 PM,1:44:49 PM,0,127,TRUE
14229,2021-05-10,92,1:44:09 PM,1:44:09 PM,1:48:15 PM,0,246,TRUE
14230,2021-05-10,93,1:48:05 PM,1:48:05 PM,1:54:35 PM,0,390,TRUE
14231,2021-05-10,94,1:54:14 PM,1:54:14 PM,1:56:03 PM,0,109,TRUE
14232,2021-05-10,95,1:54:56 PM,1:54:56 PM,1:55:06 PM,0,10,TRUE
14233,2021-05-10,96,2:02:33 PM,2:02:33 PM,2:08:34 PM,0,361,TRUE
14234,2021-05-10,97,2:02:46 PM,2:02:46 PM,2:16:30 PM,0,824,TRUE
14235,2021-05-10,98,2:04:06 PM,2:04:06 PM,2:07:07 PM,0,181,TRUE
14236,2021-05-10,99,2:10:22 PM,2:10:22 PM,2:13:47 PM,0,205,TRUE
14237,2021-05-10,100,2:13:11 PM,2:13:11 PM,2:13:29 PM,0,18,TRUE
14238,2021-05-10,101,2:14:54 PM,2:14:54 PM,2:20:21 PM,0,327,TRUE
14239,2021-05-10,102,2:16:34 PM,2:16:34 PM,2:17:07 PM,0,33,TRUE
14240,2021-05-10,103,2:17:32 PM,2:17:32 PM,2:21:01 PM,0,209,TRUE
14241,2021-05-10,104,2:20:43 PM,2:20:43 PM,2:21:43 PM,0,60,TRUE
14242,2021-05-10,105,2:29:55 PM,2:29:55 PM,2:30:28 PM,0,33,TRUE
14243,2021-05-10,106,2:37:50 PM,2:37:50 PM,2:38:59 PM,0,69,TRUE
14244,2021-05-10,107,2:40:39 PM,2:40:39 PM,2:41:19 PM,0,40,TRUE
14245,2021-05-10,108,2:40:53 PM,2:40:53 PM,2:45:03 PM,0,250,TRUE
14246,2021-05-10,109,2:51:37 PM,2:51:37 PM,2:53:13 PM,0,97,TRUE
14247,2021-05-10,110,2:53:25 PM,2:53:25 PM,2:55:51 PM,0,146,TRUE
14248,2021-05-10,111,2:53:30 PM,2:53:30 PM,2:54:20 PM,0,49,TRUE
14249,2021-05-10,112,2:54:32 PM,2:54:32 PM,2:57:31 PM,0,179,TRUE
14250,2021-05-10,113,2:54:49 PM,2:54:49 PM,2:57:36 PM,0,167,TRUE
14251,2021-05-10,114,2:55:20 PM,2:55:20 PM,3:08:59 PM,0,820,TRUE
14252,2021-05-10,115,2:57:24 PM,2:57:24 PM,3:10:06 PM,0,762,TRUE
14253,2021-05-10,116,2:59:52 PM,2:59:52 PM,3:05:45 PM,0,354,TRUE
14254,2021-05-10,117,3:07:40 PM,3:07:40 PM,3:12:57 PM,0,317,TRUE
14255,2021-05-10,118,3:09:33 PM,3:09:33 PM,3:12:01 PM,0,148,TRUE
14256,2021-05-10,119,3:11:35 PM,3:11:35 PM,3:22:27 PM,0,651,TRUE
14257,2021-05-10,120,3:12:03 PM,3:12:03 PM,3:17:30 PM,0,327,TRUE
14258,2021-05-10,121,3:23:05 PM,3:23:05 PM,3:31:37 PM,0,511,TRUE
14259,2021-05-10,122,3:26:07 PM,3:26:07 PM,3:31:44 PM,0,337,TRUE
14260,2021-05-10,123,3:27:09 PM,3:27:09 PM,3:38:27 PM,0,677,TRUE
14261,2021-05-10,124,3:27:24 PM,3:27:24 PM,3:28:50 PM,0,86,TRUE
14262,2021-05-10,125,3:29:16 PM,3:29:16 PM,3:30:22 PM,0,66,TRUE
14263,2021-05-10,126,3:30:03 PM,3:30:22 PM,3:39:30 PM,20,548,TRUE
14264,2021-05-10,127,3:33:57 PM,3:33:57 PM,3:37:59 PM,0,242,TRUE
14265,2021-05-10,128,3:36:30 PM,3:36:30 PM,3:37:25 PM,0,55,TRUE
14266,2021-05-10,129,3:38:54 PM,3:38:54 PM,3:45:27 PM,0,393,TRUE
14267,2021-05-10,130,3:45:21 PM,3:45:21 PM,3:46:16 PM,0,55,TRUE
14268,2021-05-10,131,3:50:01 PM,3:50:01 PM,3:50:50 PM,0,49,TRUE
14269,2021-05-10,132,3:55:20 PM,3:55:20 PM,3:56:06 PM,0,46,TRUE
14270,2021-05-10,133,3:58:34 PM,3:58:34 PM,3:59:33 PM,0,59,TRUE
14271,2021-05-10,134,3:58:51 PM,3:58:51 PM,4:25:04 PM,0,1573,TRUE
14272,2021-05-10,135,4:01:34 PM,4:01:34 PM,4:08:22 PM,0,407,TRUE
14273,2021-05-10,136,4:04:29 PM,4:04:29 PM,4:08:50 PM,0,261,TRUE
14274,2021-05-10,137,4:04:32 PM,4:04:32 PM,4:07:00 PM,0,149,TRUE
14275,2021-05-10,138,4:04:45 PM,4:07:00 PM,4:07:59 PM,136,58,FALSE
14276,2021-05-10,139,4:15:11 PM,4:15:11 PM,4:23:58 PM,0,527,TRUE
14277,2021-05-10,140,4:15:26 PM,4:15:26 PM,4:18:04 PM,0,158,TRUE
14278,2021-05-10,141,4:17:41 PM,4:17:41 PM,4:19:19 PM,0,97,TRUE
14279,2021-05-10,142,4:20:38 PM,4:20:38 PM,4:25:44 PM,0,307,TRUE
14280,2021-05-10,143,4:28:10 PM,4:28:10 PM,4:28:40 PM,0,31,TRUE
14281,2021-05-10,144,4:29:46 PM,4:29:46 PM,4:31:18 PM,0,92,TRUE
14282,2021-05-10,145,4:30:07 PM,4:30:07 PM,4:45:31 PM,0,923,TRUE
14283,2021-05-10,146,4:31:38 PM,4:31:38 PM,4:31:49 PM,0,11,TRUE
14284,2021-05-10,147,4:34:47 PM,4:34:47 PM,4:37:27 PM,0,161,TRUE
14285,2021-05-10,148,4:38:39 PM,4:38:39 PM,4:42:10 PM,0,211,TRUE
14286,2021-05-10,149,4:43:02 PM,4:43:02 PM,4:47:50 PM,0,288,TRUE
14287,2021-05-10,150,4:45:53 PM,4:45:53 PM,4:47:24 PM,0,91,TRUE
14288,2021-05-10,151,4:46:32 PM,4:46:32 PM,4:51:59 PM,0,328,TRUE
14289,2021-05-10,152,4:48:47 PM,4:48:47 PM,4:58:10 PM,0,562,TRUE
14290,2021-05-10,153,4:54:02 PM,4:54:02 PM,4:58:01 PM,0,239,TRUE
14291,2021-05-10,154,4:56:41 PM,4:56:41 PM,4:57:23 PM,0,41,TRUE
14292,2021-05-10,155,4:59:45 PM,4:59:45 PM,5:03:12 PM,0,208,TRUE
14293,2021-05-10,156,5:04:02 PM,5:04:02 PM,5:06:16 PM,0,133,TRUE
14294,2021-05-10,157,5:05:27 PM,5:05:27 PM,5:22:28 PM,0,1021,TRUE
14295,2021-05-10,158,5:06:53 PM,5:06:53 PM,5:08:43 PM,0,111,TRUE
14296,2021-05-10,159,5:07:16 PM,5:07:16 PM,5:19:45 PM,0,749,TRUE
14297,2021-05-10,160,5:07:49 PM,5:07:49 PM,5:07:52 PM,0,3,TRUE
14298,2021-05-10,161,5:16:54 PM,5:16:54 PM,5:23:14 PM,0,381,TRUE
14299,2021-05-10,162,5:19:30 PM,5:19:30 PM,5:19:48 PM,0,18,TRUE
14300,2021-05-10,163,5:26:28 PM,5:26:28 PM,5:29:32 PM,0,184,TRUE
14301,2021-05-10,164,5:26:36 PM,5:26:36 PM,5:38:17 PM,0,701,TRUE
14302,2021-05-10,165,5:29:57 PM,5:29:57 PM,5:30:00 PM,0,2,TRUE
14303,2021-05-10,166,5:30:42 PM,5:30:42 PM,5:40:31 PM,0,590,TRUE
14304,2021-05-10,167,5:31:40 PM,5:31:40 PM,5:32:04 PM,0,25,TRUE
14305,2021-05-10,169,5:45:43 PM,5:45:43 PM,5:46:40 PM,0,58,TRUE
14306,2021-05-10,170,5:47:28 PM,5:47:28 PM,5:51:10 PM,0,221,TRUE
14307,2021-05-10,171,5:53:14 PM,5:53:14 PM,5:54:04 PM,0,50,TRUE
14308,2021-05-10,173,5:54:47 PM,5:54:47 PM,5:56:38 PM,0,111,TRUE
14309,2021-05-11,1,8:00:00 AM,8:00:00 AM,8:02:02 AM,0,122,TRUE
14310,2021-05-11,2,8:03:58 AM,8:03:58 AM,8:03:58 AM,0,0,TRUE
14311,2021-05-11,3,8:15:12 AM,8:15:12 AM,8:18:11 AM,0,179,TRUE
14312,2021-05-11,4,8:22:31 AM,8:22:31 AM,8:30:48 AM,0,498,TRUE
14313,2021-05-11,5,8:23:22 AM,8:23:22 AM,8:23:30 AM,0,8,TRUE
14314,2021-05-11,6,8:34:19 AM,8:34:19 AM,8:42:03 AM,0,464,TRUE
14315,2021-05-11,7,8:37:54 AM,8:37:54 AM,8:41:17 AM,0,203,TRUE
14316,2021-05-11,8,8:39:53 AM,8:39:53 AM,8:42:38 AM,0,165,TRUE
14317,2021-05-11,9,8:40:12 AM,8:40:12 AM,8:43:38 AM,0,206,TRUE
14318,2021-05-11,10,8:42:00 AM,8:42:00 AM,8:42:40 AM,0,40,TRUE
14319,2021-05-11,11,8:43:55 AM,8:43:55 AM,8:45:35 AM,0,101,TRUE
14320,2021-05-11,12,8:49:01 AM,8:49:01 AM,8:50:16 AM,0,75,TRUE
14321,2021-05-11,13,8:55:08 AM,8:55:08 AM,8:55:34 AM,0,26,TRUE
14322,2021-05-11,14,8:55:25 AM,8:55:25 AM,8:59:11 AM,0,227,TRUE
14323,2021-05-11,15,8:55:27 AM,8:55:27 AM,9:01:01 AM,0,335,TRUE
14324,2021-05-11,16,8:57:58 AM,8:57:58 AM,8:58:48 AM,0,49,TRUE
14325,2021-05-11,17,8:58:03 AM,8:58:03 AM,8:58:12 AM,0,9,TRUE
14326,2021-05-11,18,9:03:51 AM,9:03:51 AM,9:05:30 AM,0,99,TRUE
14327,2021-05-11,19,9:07:07 AM,9:07:07 AM,9:07:28 AM,0,21,TRUE
14328,2021-05-11,20,9:16:57 AM,9:16:57 AM,9:19:05 AM,0,128,TRUE
